Occurrence,AnnualRainfall,RainfallSeasonality,TempSeasonality,MaxTemp,Isothermality,Slope,Watering,PlantMaterialOrigin,Area
0,-0.339588334,-0.147788301,0.876672556,1.581136661,-0.702639787,-0.582271369,Irrigated,Vivero,-0.005208438
0,-0.451060359,-0.147788301,0.818584232,1.721024067,-0.702639787,-1.27257296,Irrigated,Vivero,0.074077214
0,-0.339588334,-0.147788301,0.876672556,1.581136661,-0.702639787,-1.102396833,Irrigated,Vivero,2.315897233
1,-0.658079834,0.081338574,0.512652392,1.581136661,-0.702639787,-0.202278221,Irrigated,Estaca,0.390492434
0,-0.658079834,0.081338574,0.512652392,1.581136661,-0.702639787,0.111755106,Irrigated,Estaca,0.414860043
1,-0.737702709,-0.147788301,0.408093409,1.581136661,-0.702639787,-1.106829126,Irrigated,Vivero,0.853840699
1,-0.727086326,-0.147788301,0.528142612,1.674394932,-0.702639787,-0.568296145,Irrigated,Vivero,9.691645122
1,-0.944722185,0.081338574,0.380985525,1.721024067,-0.702639787,-1.346448365,Irrigated,Vivero,0.01588591
0,-0.514758659,-0.147788301,0.477799398,1.441249255,-0.702639787,-0.648776685,Irrigated,Vivero,0.100626997
0,-0.514758659,-0.147788301,0.477799398,1.441249255,-0.702639787,-0.635509226,Irrigated,Estaca,0.663191437
1,-0.514758659,-0.147788301,0.477799398,1.441249255,1.344978399,-0.371402466,Irrigated,Estaca,0.223774346
1,-0.817325585,0.310465449,0.439073849,1.581136661,1.344978399,-1.332773248,Irrigated,Vivero,-0.176872788
1,-0.817325585,0.310465449,0.439073849,1.581136661,1.344978399,-1.2401694,Irrigated,Vivero,-0.146322353
0,-0.817325585,0.310465449,0.439073849,1.581136661,1.344978399,-1.561663031,Irrigated,Estaca,-0.278707571
0,-0.658079834,0.081338574,0.411965964,1.441249255,-0.702639787,0.755674663,Rainfed,Estaca,-0.147777135
0,-0.514758659,-0.147788301,0.477799398,1.441249255,-0.702639787,-0.722371179,Irrigated,Vivero,0.094589649
0,-1.454308585,0.539592324,-1.315193537,-0.517174426,1.344978399,1.775111042,Irrigated,Estaca,-0.272888441
0,-0.403286634,0.081338574,-0.683967082,-0.657061832,1.344978399,1.820596554,Rainfed,Estaca,-0.273615832
0,-0.498834084,0.081338574,-0.637496423,-0.377287021,1.344978399,-0.444890869,Irrigated,Vivero,0.550518523
0,-0.403286634,0.081338574,-0.683967082,-0.657061832,1.344978399,0.774382216,Rainfed,Estaca,-0.273615832
0,-1.788724661,0.539592324,-1.853478672,-0.517174426,1.344978399,0.285647605,Rainfed,Vivero,-0.205241049
0,-0.212191734,-0.147788301,-0.703329857,-0.936836644,1.344978399,2.013070916,Rainfed,Estaca,-0.27798018
0,-1.103967935,0.310465449,-1.094457905,-0.377287021,1.344978399,-0.135708293,Irrigated,Estaca,-0.19505757
0,-1.597629761,0.539592324,-1.586272382,-0.377287021,1.344978399,1.544583503,Rainfed,Vivero,-0.279434962
0,-0.148493434,0.081338574,-0.707202412,-1.07672405,1.344978399,1.045551219,Rainfed,Estaca,-0.190693223
0,2.144645369,-0.606042051,-0.048868073,-3.035147731,1.344978399,1.237202872,Rainfed,Estaca,-0.245974962
0,2.144645369,-0.606042051,-0.048868073,-3.035147731,1.344978399,1.065048229,Rainfed,Estaca,-0.237973658
0,1.109547993,0.768719199,0.249318657,0.462037414,-0.702639787,1.343650953,Rainfed,Estaca,-0.235355049
0,1.109547993,0.768719199,0.249318657,0.462037414,-0.702639787,0.83371591,Rainfed,Vivero,-0.23942844
0,0.934377668,0.768719199,0.094416459,0.322150009,-0.702639787,0.818040851,Rainfed,Estaca,-0.274052267
0,0.934377668,0.768719199,0.094416459,0.322150009,-0.702639787,0.286570447,Rainfed,Estaca,-0.239937614
0,0.727358193,0.768719199,0.005347696,0.322150009,1.344978399,0.592574207,Rainfed,Estaca,0.16572852
0,0.727358193,0.768719199,0.005347696,0.322150009,-0.702639787,1.14822328,Rainfed,Estaca,-0.249611919
0,0.727358193,0.768719199,0.005347696,0.322150009,-0.702639787,0.870991217,Rainfed,Estaca,-0.135411483
0,1.189170868,0.539592324,0.164122448,-0.097512209,-0.702639787,0.16774614,Rainfed,Estaca,0.113356345
0,1.221020018,0.768719199,0.156377338,0.042375197,-0.702639787,1.700922047,Rainfed,Estaca,-0.106315831
0,1.045849693,0.768719199,0.082798795,0.042375197,-0.702639787,0.756213775,Irrigated,Estaca,0.403585478
0,0.727358193,0.768719199,0.005347696,0.322150009,-0.702639787,1.028824317,Rainfed,Estaca,0.002065475
0,1.045849693,0.768719199,0.082798795,0.042375197,-0.702639787,-0.086623211,Irrigated,Estaca,-0.101951483
1,0.727358193,0.768719199,-0.281221369,0.322150009,-0.702639787,-0.186391149,Rainfed,Estaca,-0.264887136
1,0.201847217,1.226972949,-0.912447823,0.462037414,-0.702639787,0.004742205,Rainfed,Estaca,-0.142685396
1,0.584037017,0.997846074,-0.296711589,0.462037414,-0.702639787,1.516268234,Rainfed,Vivero,-0.019028873
0,1.045849693,0.768719199,0.082798795,0.042375197,-0.702639787,1.031319476,Irrigated,Estaca,0.029706344
1,1.045849693,0.768719199,0.082798795,0.042375197,-0.702639787,0.252857476,Irrigated,Estaca,-0.245974962
0,1.300642893,0.539592324,0.233828437,-0.097512209,-0.702639787,0.389963379,Irrigated,Estaca,-0.246702354
0,0.647735317,1.226972949,-0.51744722,0.322150009,-0.702639787,-0.927836783,Rainfed,Estaca,-0.246702354
0,0.711433617,0.997846074,-0.254113485,0.182262603,-0.702639787,0.57958257,Rainfed,Estaca,-0.24452018
0,0.822905643,0.997846074,-0.203770271,0.322150009,-0.702639787,0.26019101,Rainfed,Estaca,-0.248157136
0,0.711433617,0.997846074,-0.254113485,0.182262603,-0.702639787,0.867746954,Rainfed,Estaca,-0.24452018
0,0.711433617,0.997846074,-0.254113485,0.182262603,-0.702639787,1.680270134,Rainfed,Estaca,-0.266341919
0,0.711433617,0.997846074,-0.254113485,0.182262603,-0.702639787,0.737485222,Rainfed,Estaca,-0.233463832
0,0.711433617,0.997846074,-0.254113485,0.182262603,-0.702639787,0.565733373,Rainfed,Estaca,-0.227062788
0,0.711433617,0.997846074,-0.254113485,0.182262603,-0.702639787,0.997666891,Rainfed,Estaca,-0.268524093
0,0.934377668,0.768719199,0.094416459,0.322150009,-0.702639787,2.149523806,Rainfed,Estaca,0.519240696
1,0.934377668,0.310465449,-0.374162688,-1.216611456,1.344978399,0.950262649,Irrigated,Vivero,0.461049392
0,0.854754793,0.539592324,-0.761418181,-1.496386267,1.344978399,-1.59095891,Rainfed,Vivero,-0.230699745
0,1.061774268,0.539592324,-0.482594226,-1.636273673,1.344978399,0.0766024,Rainfed,Vivero,-0.264887136
1,0.902528518,0.997846074,-0.885339939,-1.356498861,1.344978399,3.191517902,Irrigated,Estaca,-0.177600179
0,0.377017542,0.539592324,-1.028624471,-1.356498861,1.344978399,1.801824717,Irrigated,Estaca,-0.152141483
0,0.233696367,0.768719199,-0.962791038,-1.07672405,1.344978399,-0.7419426,Irrigated,Estaca,-0.1389757
0,0.679584467,0.539592324,-0.784653511,-1.356498861,1.344978399,0.321083601,Rainfed,Estaca,-0.213969745
0,0.998075968,0.539592324,-0.695584747,-1.496386267,1.344978399,-0.543027277,Rainfed,Vivero,-0.012482352
0,0.026676892,0.768719199,-0.974408702,-0.936836644,1.344978399,-0.985350123,Rainfed,Vivero,-0.151414092
0,0.759207343,0.539592324,-0.769163291,-1.496386267,1.344978399,-0.608302187,Rainfed,Estaca,-0.262268528
0,0.233696367,0.539592324,-0.796271175,-0.796949238,1.344978399,0.560847036,Rainfed,Vivero,-0.22022531
0,0.392942117,0.539592324,-0.958918483,-1.216611456,1.344978399,-0.195639443,Rainfed,Estaca,-0.014664525
0,1.014000543,0.539592324,-0.610388539,-1.636273673,1.344978399,-0.468500817,Rainfed,Vivero,-0.069946265
0,-0.482909509,0.768719199,-0.765290736,-0.377287021,1.344978399,-0.395216118,Rainfed,Estaca,4.032540726
0,0.377017542,0.539592324,-1.028624471,-1.356498861,1.344978399,-0.192234464,Rainfed,Vivero,-0.21687931
0,0.838830218,0.997846074,-1.291958207,-1.916048485,1.344978399,2.063311223,Irrigated,Vivero,-0.099041917
0,0.313319242,0.768719199,-0.676221972,-0.657061832,1.344978399,-1.413758729,Rainfed,Estaca,-0.261977571
0,0.313319242,0.768719199,-0.676221972,-0.657061832,1.344978399,2.069968138,Rainfed,Estaca,-0.266341919
1,1.029925118,0.539592324,-0.409015682,-1.356498861,1.344978399,-0.756896698,Irrigated,Vivero,0.078514301
0,0.249620942,0.768719199,-0.955045928,-1.07672405,1.344978399,0.69491208,Rainfed,Estaca,-0.242338006
1,0.982151393,0.310465449,-0.529064885,-1.496386267,1.344978399,0.321636086,Rainfed,Vivero,-0.235791484
0,0.982151393,0.310465449,-0.529064885,-1.496386267,1.344978399,0.644290322,Rainfed,Estaca,-0.182691918
0,1.061774268,0.310465449,-0.424505902,-1.496386267,1.344978399,-0.980679195,Irrigated,Estaca,0.209371998
0,2.36758942,0.539592324,-0.285093924,-2.475598108,1.344978399,0.241728167,Rainfed,Vivero,0.789830264
1,0.838830218,0.310465449,-0.263794872,-1.286555158,1.344978399,0.402122128,Irrigated,Vivero,3.625201592
0,-0.068870559,0.997846074,-1.140928565,-0.796949238,1.344978399,1.754369098,Rainfed,Vivero,0.690177654
0,0.934377668,0.310465449,-0.374162688,-1.216611456,1.344978399,0.777950432,Rainfed,Estaca,-0.0670367
0,0.249620942,0.768719199,-0.955045928,-1.07672405,1.344978399,-0.804570599,Rainfed,Estaca,-0.236518875
0,0.759207343,0.539592324,-0.769163291,-1.496386267,1.344978399,0.822299534,Rainfed,Estaca,-0.000844091
0,0.679584467,0.539592324,-0.784653511,-1.356498861,1.344978399,-0.875553555,Rainfed,Estaca,-0.222843919
0,0.233696367,0.539592324,-0.796271175,-0.796949238,1.344978399,0.539946975,Rainfed,Vivero,-0.085512439
1,1.061774268,0.539592324,-0.482594226,-1.636273673,1.344978399,0.309071794,Rainfed,Vivero,-0.068491482
1,-0.244040884,0.768719199,-0.881467384,-0.796949238,1.344978399,0.536381165,Irrigated,Vivero,-0.008845395
1,-0.068870559,0.539592324,-0.81563395,-0.796949238,1.344978399,-1.470846226,Irrigated,Vivero,-0.137593657
1,-0.881023885,0.081338574,-0.006269969,1.021587038,1.344978399,-1.387749248,Irrigated,Vivero,-0.18923844
0,-0.674004409,0.081338574,-0.068230848,0.60192482,1.344978399,-1.482732903,Irrigated,Vivero,-0.08958583
1,-0.753627284,0.081338574,-0.207642825,0.462037414,1.344978399,-1.304237671,Irrigated,Vivero,-0.208878005
0,-2.011668711,0.081338574,-1.99289065,-1.07672405,1.344978399,0.760922617,Irrigated,Vivero,-0.269251484
0,-1.47023316,-0.147788301,-1.38877208,-1.216611456,1.344978399,2.465483369,Irrigated,Estaca,-0.277252789
0,-2.744199162,1.914353574,-4.591375011,-2.055935891,1.344978399,0.567810257,Rainfed,Estaca,-0.259795397
0,0.042601467,0.539592324,-1.094457905,-1.356498861,1.344978399,-0.668915792,Irrigated,Estaca,0.796376786
0,0.169998067,0.310465449,-0.920192933,-1.216611456,1.344978399,0.395297959,Irrigated,Estaca,-0.199421918
0,-0.100719709,0.539592324,-0.958918483,-0.936836644,1.344978399,0.248065421,Rainfed,Vivero,0.534515914
0,0.169998067,0.310465449,-0.920192933,-1.216611456,1.344978399,0.877676843,Rainfed,Vivero,-0.143412787
0,-0.084795134,0.539592324,-1.148673674,-1.216611456,1.344978399,0.858402492,Rainfed,Estaca,-0.235791484
0,-0.084795134,0.539592324,-1.148673674,-1.216611456,1.344978399,-0.609009307,Rainfed,Estaca,-0.24452018
0,-0.212191734,0.310465449,-1.094457905,-1.07672405,1.344978399,0.416944905,Rainfed,Estaca,-0.103406265
0,-0.212191734,0.310465449,-1.094457905,-1.07672405,1.344978399,0.969127901,Rainfed,Estaca,-0.000116699
0,-0.212191734,0.310465449,-1.094457905,-1.07672405,1.344978399,-0.697446014,Rainfed,Estaca,-0.243792788
0,0.647735317,0.310465449,-0.513574665,-1.356498861,1.344978399,0.503902585,Rainfed,Estaca,-0.108498005
1,-0.100719709,0.539592324,-0.958918483,-0.936836644,1.344978399,0.115725872,Irrigated,Vivero,2.51374767
1,-1.24728911,0.310465449,0.137014564,1.301361849,-0.702639787,-1.086822456,Irrigated,Vivero,0.068258084
0,-0.658079834,0.081338574,0.411965964,1.441249255,-0.702639787,-0.538633393,Irrigated,Vivero,0.134450693
1,-1.40653486,0.310465449,-0.060485738,1.441249255,-0.702639787,-0.607487651,Irrigated,Estaca,-0.208878005
1,-1.24728911,0.310465449,0.137014564,1.301361849,-0.702639787,-1.103677457,Irrigated,Vivero,0.071167649
0,-1.167666235,-0.147788301,0.117651789,1.581136661,-0.702639787,-1.402131856,Irrigated,Estaca,2.614127671
0,-1.040269635,0.310465449,0.257063767,1.441249255,-0.702639787,0.108803237,Irrigated,Estaca,1.803086359
0,-1.02434506,0.310465449,0.167995003,1.441249255,-0.702639787,-0.402772085,Irrigated,Estaca,-0.226335397
0,-1.02434506,0.310465449,0.167995003,1.441249255,-0.702639787,0.207523157,Irrigated,Estaca,1.408112878
0,-1.422459435,0.310465449,-0.122446617,1.161474443,-0.702639787,0.555638553,Irrigated,Vivero,0.741822437
0,-1.43838401,0.310465449,-0.180534941,1.161474443,-0.702639787,-1.115326321,Rainfed,Vivero,-0.271433658
0,-1.40653486,0.310465449,-0.060485738,1.441249255,-0.702639787,0.687708411,Rainfed,Vivero,0.32720939
1,-1.43838401,0.310465449,-0.180534941,1.161474443,-0.702639787,0.4046605,Rainfed,Vivero,0.16063678
1,0.138148917,0.081338574,1.174859286,1.441249255,-0.702639787,-0.120310547,Irrigated,Vivero,-0.242338006
1,0.520338717,-0.147788301,1.352996813,1.161474443,-0.702639787,-0.035671014,Irrigated,Vivero,-0.024848004
1,0.488489567,-0.147788301,1.341379148,1.161474443,-0.702639787,-0.652843044,Rainfed,Vivero,-0.1172267
0,0.201847217,-0.147788301,1.24069272,1.441249255,-0.702639787,-0.080313369,Rainfed,Estaca,-0.247429745
0,0.408866692,-0.376915176,1.318143819,1.161474443,-0.702639787,1.361802346,Rainfed,Estaca,-0.206695831
0,0.297394667,-0.147788301,1.310398709,1.301361849,-0.702639787,1.730505155,Rainfed,Estaca,-0.237973658
0,0.424791267,0.310465449,-0.478721671,-0.936836644,1.344978399,-0.567505116,Irrigated,Estaca,5.329479433
0,0.281470092,0.310465449,-0.316074364,-0.517174426,1.344978399,-1.166345464,Irrigated,Estaca,0.563611566
0,-0.466984934,-0.147788301,0.663682035,1.581136661,-0.702639787,-1.068208571,Rainfed,Estaca,-0.259068006
1,-0.100719709,-0.147788301,0.826329342,1.021587038,-0.702639787,0.246101024,Rainfed,Estaca,-0.242338006
0,-0.466984934,-0.147788301,0.663682035,1.581136661,-0.702639787,-0.676207559,Rainfed,Estaca,-0.24452018
0,-0.339588334,-0.147788301,0.66755459,1.301361849,-0.702639787,-1.010443549,Rainfed,Estaca,-0.208150614
0,0.759207343,-0.606042051,1.391722362,0.60192482,-0.702639787,0.847971893,Rainfed,Estaca,-0.231427136
0,0.982151393,-0.606042051,1.294908489,0.322150009,-2.750257974,-1.169217231,Rainfed,Estaca,-0.232881919
0,0.743282768,-0.606042051,1.488536236,0.741812226,-0.702639787,0.055385319,Rainfed,Vivero,-0.155342005
0,0.568112442,-0.606042051,1.368487033,0.881699632,-0.702639787,0.746067708,Rainfed,Vivero,-0.265614528
0,0.568112442,-0.606042051,1.368487033,0.881699632,-0.702639787,0.877928535,Rainfed,Estaca,-0.271069962
0,0.568112442,-0.606042051,1.368487033,0.881699632,-0.702639787,0.141403963,Rainfed,Estaca,-0.273252136
0,0.743282768,-0.606042051,1.391722362,0.741812226,-0.702639787,-0.044050915,Rainfed,Estaca,-0.127410179
0,-1.31098741,-0.147788301,-1.245487548,-0.657061832,1.344978399,2.016855231,Irrigated,Estaca,-0.273615832
1,-1.788724661,0.768719199,-0.761418181,0.462037414,1.344978399,-1.330572651,Irrigated,Estaca,-0.264159745
1,-1.43838401,0.539592324,-0.544555105,0.462037414,1.344978399,-1.596218954,Irrigated,Vivero,-0.261977571
1,-1.613554336,0.539592324,-0.668476863,0.462037414,1.344978399,-1.219609875,Irrigated,Estaca,-0.210914701
0,-1.709101786,0.539592324,-0.761418181,0.322150009,1.344978399,-1.064395853,Irrigated,Estaca,-0.259795397
0,-1.613554336,0.539592324,-0.668476863,0.462037414,1.344978399,-1.014536574,Irrigated,Estaca,-0.271433658
0,-1.43838401,0.539592324,-0.544555105,0.462037414,1.344978399,-1.023914286,Irrigated,Estaca,-0.211787571
1,-1.788724661,0.768719199,-0.761418181,0.462037414,1.344978399,-1.19924356,Irrigated,Estaca,-0.245974962
0,-1.02434506,0.539592324,-0.560045324,0.322150009,1.344978399,-0.715319202,Rainfed,Estaca,-0.20014931
0,-1.008420485,0.539592324,-0.614261094,0.182262603,1.344978399,-0.079229885,Rainfed,Estaca,-0.199421918
0,-1.08804336,0.539592324,-0.602643429,0.182262603,1.344978399,-1.215987704,Rainfed,Estaca,-0.208150614
0,-0.642155259,0.310465449,-0.393525462,0.182262603,1.344978399,-0.703476954,Rainfed,Estaca,-0.264159745
0,-0.721778134,0.310465449,-0.53293744,0.042375197,1.344978399,-1.324470443,Rainfed,Vivero,-0.248157136
0,-0.737702709,0.310465449,-0.385780352,0.182262603,1.344978399,-1.379698536,Rainfed,Vivero,-0.231427136
0,-0.737702709,0.310465449,-0.385780352,0.182262603,1.344978399,-1.325346358,Rainfed,Estaca,-0.198694527
0,-0.785476435,0.081338574,-0.447741231,0.182262603,1.344978399,-1.606092076,Rainfed,Estaca,-0.248884527
0,-1.08804336,0.539592324,-0.602643429,0.182262603,1.344978399,-1.416857465,Rainfed,Estaca,-0.248157136
0,-1.518006886,0.539592324,-0.819506505,0.182262603,1.344978399,-0.476178092,Irrigated,Estaca,-0.165961918
1,-1.709101786,0.539592324,-0.873722274,0.182262603,1.344978399,-1.240601518,Irrigated,Vivero,0.846566786
1,-1.804649236,0.768719199,-0.819506505,0.322150009,1.344978399,-1.31055229,Irrigated,Vivero,-0.013209743
0,-1.263213685,0.539592324,-0.498084446,0.322150009,1.344978399,-1.185185307,Rainfed,Vivero,-0.229972353
0,-1.15174166,0.310465449,-0.308329254,0.462037414,1.344978399,-1.606092076,Rainfed,Vivero,-0.235064093
0,-1.263213685,0.539592324,-0.498084446,0.322150009,1.344978399,-0.629738561,Rainfed,Vivero,-0.048851917
0,-1.263213685,0.539592324,-0.498084446,0.322150009,1.344978399,-0.56927891,Rainfed,Estaca,-0.213969745
0,-1.15174166,0.310465449,-0.521319775,0.182262603,1.344978399,-0.122707558,Rainfed,Vivero,-0.184146701
0,-1.486157735,0.539592324,-0.610388539,0.322150009,1.344978399,-0.332258761,Irrigated,Estaca,-0.243792788
0,-1.15174166,0.310465449,-0.571662989,0.182262603,1.344978399,-1.11048392,Rainfed,Vivero,0.031161127
0,-1.15174166,0.310465449,-0.571662989,0.182262603,1.344978399,-0.091469027,Irrigated,Vivero,-0.133229309
0,0.106299767,-1.293422676,0.33064231,-1.356498861,-0.702639787,-1.192133997,Irrigated,Vivero,-0.224153223
0,0.042601467,-1.293422676,0.493289618,-1.216611456,-0.702639787,-0.019086554,Irrigated,Estaca,-0.251794093
0,-0.530683234,-0.147788301,0.853437226,1.581136661,-0.702639787,0.012560082,Rainfed,Estaca,-0.184874092
0,0.377017542,-0.376915176,1.314271264,1.301361849,-0.702639787,0.335896781,Rainfed,Estaca,0.713454176
0,0.377017542,-0.376915176,1.314271264,1.301361849,-0.702639787,1.042791136,Rainfed,Estaca,0.010066779
1,0.265545517,-0.147788301,1.112898407,1.301361849,-0.702639787,-0.225328872,Rainfed,Vivero,1.237903311
1,0.886603943,-0.376915176,1.155496511,0.322150009,-0.702639787,0.123145116,Irrigated,Estaca,-0.272161049
0,0.886603943,-0.376915176,1.155496511,0.322150009,-0.702639787,0.48883056,Rainfed,Estaca,-0.197967136
1,-0.037021409,-0.147788301,0.938633435,1.441249255,-0.702639787,-0.404241742,Rainfed,Estaca,-0.271724615
0,-0.037021409,-0.147788301,0.938633435,1.441249255,-0.702639787,0.020560352,Rainfed,Estaca,-0.247429745
0,0.424791267,-0.147788301,1.124516072,1.161474443,-0.702639787,-0.301650169,Rainfed,Estaca,-0.184874092
0,0.408866692,-0.147788301,1.066427748,1.021587038,-0.702639787,-0.830459812,Rainfed,Estaca,-0.069946265
0,0.329243817,-0.147788301,1.318143819,1.161474443,-0.702639787,0.060967437,Rainfed,Estaca,-0.277252789
0,0.886603943,-0.376915176,1.155496511,0.322150009,-0.702639787,-0.149491209,Irrigated,Estaca,-0.278707571
1,-0.482909509,0.081338574,0.783731238,1.581136661,-0.702639787,-0.161755592,Rainfed,Estaca,-0.187783657
0,0.584037017,-0.376915176,1.333634038,0.881699632,-0.702639787,1.432070013,Rainfed,Estaca,0.018068083
0,0.838830218,-0.376915176,1.163241621,0.462037414,-0.702639787,-1.111325677,Rainfed,Vivero,-0.229244962
0,2.20834367,-0.835168926,1.387849807,-1.636273673,-0.702639787,-0.905734186,Rainfed,Vivero,-0.128864961
0,2.24019282,-0.835168926,1.352996813,-1.636273673,-0.702639787,-0.010116617,Rainfed,Vivero,-0.240155832
0,1.794304719,-0.835168926,1.24843783,-1.216611456,-0.702639787,-0.707768056,Rainfed,Vivero,-0.201604092
0,0.138148917,0.081338574,1.174859286,1.441249255,-0.702639787,-0.266576769,Rainfed,Vivero,-0.253248875
0,0.138148917,0.081338574,1.174859286,1.441249255,-0.702639787,-0.45662134,Rainfed,Vivero,-0.251794093
0,0.138148917,0.081338574,1.174859286,1.441249255,-0.702639787,1.010204066,Rainfed,Vivero,-0.249611919
0,0.138148917,0.081338574,1.174859286,1.441249255,-0.702639787,0.774867879,Rainfed,Vivero,-0.254703658
0,0.838830218,-0.376915176,1.163241621,0.462037414,-0.702639787,-0.900914245,Rainfed,Vivero,-0.248884527
0,-0.037021409,-0.147788301,0.938633435,1.441249255,-0.702639787,0.227506224,Rainfed,Vivero,-0.253976267
0,0.424791267,-0.147788301,1.124516072,1.161474443,-0.702639787,-0.291258596,Rainfed,Vivero,-0.181964527
0,-0.052945984,0.081338574,0.938633435,1.441249255,-0.702639787,-0.353631802,Rainfed,Vivero,-0.272161049
0,-0.068870559,0.081338574,1.019957089,1.721024067,-0.702639787,-0.123297939,Rainfed,Estaca,-0.256158441
0,0.584037017,-0.376915176,1.333634038,0.881699632,-0.702639787,1.462689992,Rainfed,Estaca,-0.171781049
